merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,is_hub,customer_density,log_omzet,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_rating,has_website,has_social_media,in_graph,priority_score,priority_rank,priority_category,predicted_priority,priority_probability,product_recommendation,product_rec_class,product_rec_proba_edc,product_rec_source
M0666,Toko Sparepart Langgeng,Automotive,sparepart,retailer,Bandung,Setiabudhi,Ya,QRIS,30853475.0,1.0,0.050847,0.000580140008014,0.0,13,28.0,0.0,0.050847,16.0,0,8.0,17.24475997619855,1.0,17.0,4.0,1.0,1,0,1,True,0.0044913644931173,616,Rendah,0,0.0044913644931173,QRIS,,,existing_bni
M0663,CV Pusaka Distribusi Sejahtera,Automotive,dealer,supplier,Bogor,Cibinong,Ya,QRIS + EDC,3253619833.0,3.0,0.164929,0.0012432322516261,0.0049533546325878,3,76.0,0.6666666666666666,0.0549763333333333,45.0,0,11.25,21.903034008555423,18.0,39.0,0.0,6.0,0,0,0,True,0.2974336129957738,374,Rendah,0,0.2974336129957738,QRIS + EDC,,,existing_bni
M0421,UD Sejahtera Grosir Utama,Grocery,supermarket,retailer,Bekasi,Kemang Pratama,Ya,QRIS,33354377.0,3.0,0.172276,0.0015376839320943,0.0045290734824281,13,28.0,0.3333333333333333,0.0574253333333333,19.0,0,4.75,17.322699596073,9.0,27.0,0.0,3.0,0,1,0,True,0.237866340113859,478,Rendah,0,0.237866340113859,QRIS,,,existing_bni
M0452,PT Harmoni Grosir Persada,Grocery,supermarket,retailer,Jakarta,Kemang,Ya,QRIS + EDC,2775579489.0,3.0,0.171463,0.0012632326277764,0.0015437699680511,15,53.0,0.3333333333333333,0.0571543333333333,39.0,0,9.75,21.74412538756908,18.0,56.0,3.4,5.0,1,1,1,True,0.217403775542479,500,Rendah,0,0.217403775542479,QRIS + EDC,,,existing_bni
M0451,UD Adikara Niaga Persada,Grocery,distributor,retailer,Depok,Cimanggis,Ya,QRIS + EDC,625430318.0,3.0,0.154989,0.0013669458023914,0.0049686900958466,15,53.0,0.0,0.0516629999999999,24.0,0,6.0,20.25395048118613,17.0,53.0,3.9,3.0,1,0,1,True,0.1371059742852385,563,Rendah,0,0.1371059742852385,QRIS + EDC,,,existing_bni
M0450,Anugerah Sembako Distribusi,Grocery,minimarket,supplier,Bekasi,Kemang Pratama,Ya,QRIS,327410679.0,3.0,0.198051,0.00167743499729,0.003532268370607,9,20.0,0.3333333333333333,0.0660169999999999,25.0,0,6.25,19.6067258430168,20.0,24.0,0.0,4.0,0,0,1,True,0.2553845500869582,453,Rendah,0,0.2553845500869582,QRIS,,,existing_bni
M0205,Distribusi Boga Tunas,F&B,warung,supplier,Bandung,Buah Batu,Ya,QRIS,63964514.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.973839034432974,20.0,37.0,3.8,5.0,1,1,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0204,Buana Kuliner House,F&B,warung,retailer,Depok,Cinere,Ya,QRIS,34051933.0,2.0,0.1659479999999999,0.0014165180941761,0.0022389776357827,10,26.0,0.0,0.0829739999999999,15.0,0,5.0,17.34339738777206,3.0,11.0,3.5,2.0,1,0,1,True,0.1211010762945745,565,Rendah,0,0.1211010762945745,QRIS,,,existing_bni
M0203,PT Mentari Sajian Sentosa,F&B,catering,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2180411266.0,3.0,0.171554,0.0011342526326226,0.0017124600638977,3,76.0,1.0,0.0571846666666666,44.0,0,11.0,21.502779350541527,22.0,33.0,3.7,6.0,1,1,1,True,0.3745863554385013,231,Sedang,0,0.3745863554385013,QRIS + EDC,,,existing_bni
M0202,Kedai Sembada Mandiri,F&B,restaurant,retailer,Bekasi,Grand Galaxy,Ya,QRIS,60229144.0,2.0,0.126724,0.0010142315054773,0.00109392971246,3,76.0,0.5,0.063362,19.0,0,6.333333333333333,17.913666929335548,12.0,21.0,3.6,1.0,1,1,1,True,0.205461979117324,529,Rendah,0,0.205461979117324,QRIS,,,existing_bni
M0199,Bintang Kuliner Distribusi,F&B,bakery,supplier,Jakarta,Menteng,Ya,QRIS + EDC,570083532.0,1.0,0.068182,0.0009303089903586,0.0,15,53.0,0.0,0.068182,29.0,0,14.5,20.1612934571784,16.0,35.0,4.1,5.0,1,1,1,True,0.0351610784574121,582,Rendah,0,0.0351610784574121,QRIS + EDC,,,existing_bni
M0198,Bakery Cakrawala Utama,F&B,bakery,retailer,Bogor,Cibinong,Ya,QRIS + EDC,52081811.0,3.0,0.183014,0.0013072475449648,0.0013546325878594,3,76.0,1.0,0.0610046666666666,23.0,0,5.75,17.768326347886067,12.0,28.0,3.8,1.0,1,1,0,True,0.3905487804877038,212,Sedang,0,0.3905487804877038,QRIS + EDC,,,existing_bni
M0228,Toko Busana Bang Arif,Fashion,clothing,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,41141160.0,3.0,0.215261,0.0016807704119187,0.0027654952076677,1,29.0,1.0,0.0717536666666666,23.0,0,5.75,17.53251966250066,6.0,21.0,3.8,2.0,1,1,1,True,0.427114272380433,171,Sedang,0,0.427114272380433,QRIS + EDC,,,existing_bni
M0227,Supplier Busana Mandala,Fashion,accessories,supplier,Depok,Cimanggis,Ya,QRIS,521354434.0,3.0,0.187171,0.0014238844476884,0.0010632587859424,7,67.0,1.0,0.0623903333333333,33.0,0,8.25,20.071940665924988,7.0,27.0,3.8,4.0,1,0,0,True,0.400311854191724,197,Sedang,0,0.400311854191724,QRIS,,,existing_bni
M0193,Grosir Bahan Pangan Gemilang,F&B,catering,supplier,Depok,Sawangan,Ya,QRIS,70985296.0,3.0,0.168903,0.0011821553023808,0.0125648562300319,13,28.0,0.6666666666666666,0.056301,24.0,0,6.0,18.07798332905359,18.0,18.0,0.0,5.0,0,1,0,True,0.2940428108948496,381,Rendah,0,0.2940428108948496,QRIS,,,existing_bni
M0191,Kafe Arunika Maju,F&B,bakery,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,93858887.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,18.357303020828017,12.0,22.0,4.0,4.0,1,0,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS + EDC,,,existing_bni
M0190,UD Mahardika Boga Internasional,F&B,catering,retailer,Bogor,Tanah Sareal,Ya,QRIS,66082519.0,1.0,0.057692,0.0006068686900327,0.0,7,67.0,1.0,0.057692,21.0,0,10.5,18.006414822043073,20.0,12.0,4.0,4.0,1,1,1,True,0.2583779812004806,443,Rendah,0,0.2583779812004806,QRIS,,,existing_bni
M0188,Grosir Bahan Pangan Tunas,F&B,restaurant,supplier,Bogor,Sentul,Ya,QRIS,492035767.0,6.0,0.346494,0.0022398585055046,0.0168843450479233,3,76.0,0.8333333333333334,0.0577489999999999,38.0,1,5.428571428571429,20.01406197100112,4.0,22.0,0.0,4.0,0,1,1,True,0.5315829695553,70,Tinggi,1,0.5315829695553,QRIS,,,existing_bni
M0184,Kafe Sinar Asri,F&B,warung,retailer,Jakarta,Kemang,Ya,QRIS,23491414.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,16.972145593220155,11.0,18.0,3.7,3.0,1,1,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0183,Bakery Nawasena Cemerlang,F&B,restaurant,retailer,Bogor,Sentul,Ya,QRIS,102098529.0,4.0,0.247345,0.0015271825802094,0.0040383386581469,3,76.0,0.75,0.0618362499999999,31.0,0,6.2,18.441448885381885,12.0,29.0,4.2,3.0,1,1,1,True,0.3849981010286194,221,Sedang,0,0.3849981010286194,QRIS,,,existing_bni
M0182,Kafe Mahardika Bersama,F&B,warung,retailer,Depok,Sawangan,Ya,QRIS,32140438.0,1.0,0.071429,0.0007471087317222,0.0,7,67.0,0.0,0.071429,18.0,0,9.0,17.28562557717227,11.0,11.0,3.1,3.0,1,0,1,True,0.0225627646869645,588,Rendah,0,0.0225627646869645,QRIS,,,existing_bni
M0564,PT Kencana Gadget Sejahtera,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,8838306707.0,6.0,0.3608449999999999,0.0020739599421183,0.0164753993610223,3,76.0,0.8333333333333334,0.0601408333333333,61.0,1,8.714285714285714,22.90236114637936,13.0,38.0,3.8,5.0,1,0,0,True,0.5233683397357409,74,Tinggi,1,0.5233683397357409,QRIS + EDC,,,existing_bni
M0563,UD Bintang Teknologi Persada,Electronics,gadget,retailer,Bandung,Cihampelas,Ya,QRIS + EDC,327816271.0,2.0,0.1142239999999999,0.0009540161320668,0.0,10,26.0,0.0,0.0571119999999999,20.0,0,6.666666666666667,19.607963863066384,13.0,13.0,3.7,2.0,1,0,0,True,0.072523570004839,576,Rendah,0,0.072523570004839,QRIS + EDC,,,existing_bni
M0562,PT Sinar Inovasi Sejahtera,Electronics,gadget,retailer,Depok,Sawangan,Ya,QRIS + EDC,1789291822.0,3.0,0.166387,0.0012661393147885,0.0036089456869009,8,46.0,0.6666666666666666,0.0554623333333333,45.0,0,11.25,21.30508574890809,15.0,22.0,3.7,2.0,1,1,1,True,0.2995306257089908,372,Rendah,0,0.2995306257089908,QRIS + EDC,,,existing_bni
M0561,Servis Elektronik Bang Fajar,Electronics,accessories,retailer,Bandung,Dago,Ya,QRIS + EDC,26010592.0,1.0,0.09375,0.0007903146453928,0.0,13,28.0,1.0,0.09375,10.0,0,5.0,17.074014436088433,8.0,17.0,3.8,2.0,1,0,0,True,0.281996016575317,390,Rendah,0,0.281996016575317,QRIS + EDC,,,existing_bni
M0560,Toko Elektronik Kencana,Electronics,service,retailer,Tangerang,BSD,Ya,QRIS,38661010.0,2.0,0.102632,0.0008508817848442,0.0036958466453674,0,44.0,0.0,0.051316,22.0,0,7.333333333333333,17.470342182463053,11.0,22.0,3.2,3.0,1,0,1,True,0.0616749429272787,581,Rendah,0,0.0616749429272787,QRIS,,,existing_bni
M0558,Langgeng Teknologi Distribusi,Electronics,accessories,supplier,Jakarta,Sudirman,Ya,QRIS + EDC,532539550.0,6.0,0.358478,0.0028956517753787,0.0142722044728434,15,53.0,0.8333333333333334,0.0597463333333333,38.0,1,5.428571428571429,20.09316772696807,19.0,22.0,3.7,4.0,1,1,0,True,0.5832882739107599,45,Tinggi,1,0.5832882739107599,QRIS + EDC,,,existing_bni
M0557,UD Anugerah Elektronik Mandiri,Electronics,computer,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,706404556.0,5.0,0.283123,0.0021721809820897,0.0122785942492012,13,28.0,0.8,0.0566246,31.0,0,5.166666666666667,20.375698658252468,11.0,32.0,4.1,3.0,1,0,1,True,0.477794807588682,114,Sedang,0,0.477794807588682,QRIS + EDC,,,existing_bni
M0556,Grosir Elektronik Anugerah,Electronics,gadget,supplier,Jakarta,Kemang,Ya,QRIS,41919498.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.551261646569767,8.0,21.0,4.0,2.0,1,1,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0555,Sinar Komputer House,Electronics,gadget,retailer,Bandung,Cihampelas,Ya,QRIS + EDC,3298469832.0,3.0,0.1691949999999999,0.0012561462678237,0.0040638977635782,9,20.0,0.3333333333333333,0.0563983333333333,54.0,0,13.5,21.916724510913102,14.0,47.0,4.0,3.0,1,0,0,True,0.2162464846394732,504,Rendah,0,0.2162464846394732,QRIS + EDC,,,existing_bni
M0554,Kencana Teknologi Distribusi,Electronics,accessories,supplier,Bekasi,Kemang Pratama,Ya,QRIS + EDC,7960498366.0,2.0,0.139945,0.0010837782161426,0.0010990415335463,8,46.0,0.5,0.0699725,60.0,0,20.0,22.797757443762443,17.0,47.0,4.1,5.0,1,1,0,True,0.2142901882258677,508,Rendah,0,0.2142901882258677,QRIS + EDC,,,existing_bni
M0553,Sinar Elektronik Distribusi,Electronics,gadget,supplier,Bekasi,Harapan Indah,Ya,QRIS + EDC,735958044.0,4.0,0.240935,0.0015627332354325,0.0058581469648562,17,39.0,0.25,0.06023375,25.0,0,5.0,20.41668367099227,18.0,29.0,0.0,5.0,0,0,0,True,0.2608250316957232,433,Rendah,0,0.2608250316957232,QRIS + EDC,,,existing_bni
M0552,CV Lentera Teknologi Utama,Electronics,gadget,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,938886973.0,3.0,0.18995,0.0013507515259268,0.0023361022364217,3,76.0,0.6666666666666666,0.0633166666666666,35.0,0,8.75,20.66020566145057,10.0,22.0,3.6,3.0,1,0,0,True,0.3123643600448655,349,Rendah,0,0.3123643600448655,QRIS + EDC,,,existing_bni
M0551,PT Karya Distribusi Sejahtera,Electronics,computer,supplier,Jakarta,Pluit,Ya,QRIS + EDC,6752031456.0,4.0,0.208816,0.0018242424182959,0.0102185303514377,15,53.0,0.5,0.0522039999999999,59.0,0,11.8,22.63310925314509,14.0,41.0,3.8,5.0,1,0,1,True,0.3336156056957323,288,Rendah,0,0.3336156056957323,QRIS + EDC,,,existing_bni
M0550,Digital Store Karya,Electronics,computer,retailer,Bandung,Braga,Ya,QRIS + EDC,1121002722.0,2.0,0.125803,0.0011489567266231,0.0004089456869009,15,53.0,0.5,0.0629015,39.0,0,13.0,20.83748941011466,18.0,23.0,4.2,4.0,1,0,1,True,0.2151373353993647,506,Rendah,0,0.2151373353993647,QRIS + EDC,,,existing_bni
M0209,UD Sembada Boga Sejahtera,F&B,cafe,retailer,Jakarta,Pluit,Ya,QRIS,43108727.0,1.0,0.069767,0.0007061711857082,0.0,9,20.0,1.0,0.069767,17.0,0,8.5,17.57923604037291,14.0,20.0,4.3,4.0,1,0,0,True,0.2690792833205306,404,Rendah,0,0.2690792833205306,QRIS,,,existing_bni
M0208,Kafe Adikara Sukses,F&B,warung,retailer,Bogor,Sentul,Ya,QRIS,29552282.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.201671557715315,4.0,6.0,3.5,1.0,1,0,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0233,CV Mandala Apparel Retailindo,Fashion,textile,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,217200907.0,1.0,0.050847,0.0007448381118695,0.0,12,58.0,0.0,0.050847,19.0,0,9.5,19.196333326494138,17.0,22.0,4.1,5.0,1,0,0,True,0.0166343806816952,593,Rendah,0,0.0166343806816952,QRIS + EDC,,,existing_bni
M0229,Toko Busana Pak Hendra,Fashion,footwear,retailer,Bekasi,Jababeka,Ya,QRIS,369283855.0,3.0,0.238178,0.0015549778838661,0.0011961661341853,0,44.0,0.0,0.0793926666666666,34.0,0,8.5,19.727076163730512,10.0,17.0,0.0,3.0,0,1,1,True,0.1742542712183827,558,Rendah,0,0.1742542712183827,QRIS,,,existing_bni
M0258,Toko Busana Bu Sari,Fashion,accessories,retailer,Bandung,Setiabudhi,Ya,QRIS,46953086.0,2.0,0.115216,0.0009766660000806,0.0014466453674121,17,39.0,0.5,0.057608,20.0,0,6.666666666666667,17.664659512255778,15.0,17.0,3.9,1.0,1,1,1,True,0.199471184967043,540,Rendah,0,0.199471184967043,QRIS,,,existing_bni
M0257,Pelita Mode House,Fashion,footwear,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2998174849.0,1.0,0.058824,0.0006835104943946,0.0,0,44.0,1.0,0.058824,43.0,0,21.5,21.82126955714095,18.0,49.0,4.2,7.0,1,1,1,True,0.2643455507461388,418,Rendah,0,0.2643455507461388,QRIS + EDC,,,existing_bni
M0225,UD Sinar Garmen Mandiri,Fashion,textile,retailer,Bogor,Sentul,Ya,QRIS + EDC,3371619479.0,7.0,0.426018,0.0026029255164334,0.0067833865814696,3,76.0,0.7142857142857143,0.0608597142857142,40.0,1,5.0,21.93865902374323,16.0,30.0,4.0,4.0,1,0,1,True,0.5735759275216338,50,Tinggi,1,0.5735759275216338,QRIS + EDC,,,existing_bni
M0223,Rumah Mode Sentosa,Fashion,clothing,retailer,Tangerang,Alam Sutera,Ya,QRIS,39756697.0,1.0,0.088235,0.0007322974939106,0.0,12,58.0,1.0,0.088235,12.0,0,6.0,17.49828888801421,16.0,23.0,3.8,3.0,1,1,0,True,0.2761748059023675,398,Rendah,0,0.2761748059023675,QRIS,,,existing_bni
M0221,UD Cakrawala Distribusi Indonesia,Fashion,footwear,supplier,Jakarta,Senayan,Ya,QRIS + EDC,3672593262.0,3.0,0.153601,0.0015464212158591,0.0052958466453674,14,29.0,0.3333333333333333,0.0512003333333333,65.0,0,16.25,22.02416386065242,17.0,54.0,0.0,6.0,0,0,1,True,0.2332833330993283,480,Rendah,0,0.2332833330993283,QRIS + EDC,,,existing_bni
M0219,Atelier Kencana,Fashion,accessories,retailer,Depok,Margonda,Ya,QRIS + EDC,3306702692.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,21.919217364576216,8.0,24.0,3.9,3.0,1,0,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS + EDC,,,existing_bni
M0217,Rumah Mode Pelita,Fashion,clothing,retailer,Bogor,Tanah Sareal,Ya,QRIS,76989336.0,2.0,0.10961,0.0008601842249526,0.0029546325878594,0,44.0,0.5,0.054805,19.0,0,6.333333333333333,18.159177489709165,14.0,18.0,3.3,4.0,1,1,1,True,0.1893139684998451,551,Rendah,0,0.1893139684998451,QRIS,,,existing_bni
M0216,UD Pelita Mode Sejahtera,Fashion,textile,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,519844369.0,5.0,0.281344,0.0019154857510197,0.00589392971246,4,30.0,0.4,0.0562687999999999,29.0,0,4.833333333333333,20.06904003628248,1.0,22.0,0.0,1.0,0,0,1,True,0.3583709926595727,248,Sedang,0,0.3583709926595727,QRIS + EDC,,,existing_bni
M0215,Kencana Tekstil Market,Fashion,accessories,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,291690792.0,3.0,0.211632,0.0014809966856791,0.0009712460063897,17,39.0,0.3333333333333333,0.070544,18.0,0,4.5,19.491204871089906,19.0,20.0,3.7,5.0,1,1,1,True,0.2447027313956821,474,Rendah,0,0.2447027313956821,QRIS + EDC,,,existing_bni
M0243,Pusat Tekstil Bu Wati,Fashion,footwear,supplier,Bogor,Sentul,Ya,QRIS + EDC,48908313.0,1.0,0.075,0.0009310740849755,0.0,15,53.0,1.0,0.075,23.0,0,11.5,17.70545796044316,17.0,15.0,4.0,3.0,1,1,1,True,0.2871258700604143,383,Rendah,0,0.2871258700604143,QRIS + EDC,,,existing_bni
M0242,CV Pelita Distribusi Internasional,Fashion,footwear,supplier,Tangerang,BSD,Ya,QRIS + EDC,651099422.0,3.0,0.178606,0.0012648222264582,0.0031130990415335,6,16.0,0.3333333333333333,0.0595353333333333,29.0,0,7.25,20.2941729120141,17.0,22.0,0.0,4.0,0,1,0,True,0.2195203255880807,496,Rendah,0,0.2195203255880807,QRIS + EDC,,,existing_bni
M0533,Sentra Gadget Sahabat,Electronics,accessories,retailer,Tangerang,Alam Sutera,Ya,QRIS,35575100.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.387156541008544,8.0,11.0,0.0,1.0,0,1,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0276,Selaras Apparel House,Fashion,clothing,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,73202022.0,8.0,0.516387,0.0034157733328434,0.0273942492012779,17,39.0,0.125,0.064548375,22.0,1,2.4444444444444446,18.10873361516168,7.0,13.0,4.5,1.0,1,0,0,True,0.5342067758693776,68,Tinggi,1,0.5342067758693776,QRIS + EDC,,,existing_bni
M0275,Buana Tekstil House,Fashion,accessories,retailer,Bogor,Dramaga,Ya,QRIS,338008724.0,4.0,0.218963,0.0015296110366021,0.0084600638977635,3,76.0,0.75,0.05474075,36.0,0,7.2,19.6385822667236,8.0,36.0,4.2,2.0,1,0,0,True,0.3772329277053114,226,Sedang,0,0.3772329277053114,QRIS,,,existing_bni
M0273,Pusaka Kriya House,Fashion,footwear,retailer,Bogor,Dramaga,Ya,QRIS + EDC,59195332.0,4.0,0.260625,0.0017068628169161,0.0091194888178913,3,76.0,0.75,0.06515625,22.0,0,4.4,17.896353262287175,10.0,13.0,0.0,3.0,0,1,1,True,0.4019628522898552,195,Sedang,0,0.4019628522898552,QRIS + EDC,,,existing_bni
M0272,CV Mitra Distribusi Nusantara,Fashion,textile,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,1842131364.0,4.0,0.228207,0.0014758909651972,0.0070849840255591,12,58.0,0.25,0.05705175,39.0,0,7.8,21.334189088740427,20.0,63.0,4.1,4.0,1,1,1,True,0.2508596317786092,465,Rendah,0,0.2508596317786092,QRIS + EDC,,,existing_bni
M0518,PT Harmoni Teknologi Internasional,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,7142110592.0,10.0,0.595051,0.0040094334678491,0.0340600638977635,8,46.0,0.8,0.0595051,45.0,1,4.090909090909091,22.689274170876963,23.0,46.0,0.0,7.0,0,1,0,True,0.8141995803333706,7,Tinggi,1,0.8141995803333706,QRIS + EDC,,,existing_bni
M0517,Distributor Gadget Karya,Electronics,accessories,supplier,Bogor,Cibinong,Ya,QRIS + EDC,901686912.0,5.0,0.283966,0.0023456926417949,0.0154223642172523,15,53.0,0.8,0.0567932,32.0,0,5.333333333333333,20.619777914668457,9.0,32.0,3.7,1.0,1,1,1,True,0.4908235965262084,102,Sedang,0,0.4908235965262084,QRIS + EDC,,,existing_bni
M0546,CV Nusantara Gadget Mandiri,Electronics,service,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,449439714.0,2.0,0.115132,0.0013098182325509,0.0031642172523961,9,20.0,0.5,0.057566,15.0,0,5.0,19.923512287197543,6.0,27.0,4.1,4.0,1,0,1,True,0.2240106331654396,491,Rendah,0,0.2240106331654396,QRIS + EDC,,,existing_bni
M0545,Sinar Gadget Distribusi,Electronics,service,supplier,Jakarta,Senayan,Ya,QRIS + EDC,4100000000.0,5.0,0.315099,0.002363975046359,0.0140984025559105,18,41.0,0.6,0.0630198,47.0,0,7.833333333333333,22.134252810900577,15.0,47.0,0.0,4.0,0,1,1,True,0.4508857741194404,150,Sedang,0,0.4508857741194404,QRIS + EDC,,,existing_bni
M0544,Sentra Gadget Sembada,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS,30269228.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.225642209910383,6.0,24.0,0.0,2.0,0,1,0,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
M0543,Komputer Adikara Baru,Electronics,gadget,retailer,Bekasi,Kemang Pratama,Ya,QRIS + EDC,100293240.0,1.0,0.058824,0.00057247110211,0.0,12,58.0,0.0,0.058824,15.0,0,7.5,18.42360886282501,12.0,14.0,3.0,2.0,1,1,0,True,0.0061587343437791,614,Rendah,0,0.0061587343437791,QRIS + EDC,,,existing_bni
M0542,CV Jelita Komputer Sentosa,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2227066387.0,3.0,0.15458,0.0011072315548062,0.0056434504792332,3,76.0,0.3333333333333333,0.0515266666666666,48.0,0,12.0,21.523951035284725,18.0,22.0,4.3,9.0,1,1,1,True,0.2011763715901219,535,Rendah,0,0.2011763715901219,QRIS + EDC,,,existing_bni
M0539,CV Nusantara Gadget Niaga Raya,Electronics,computer,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2997060216.0,5.0,0.290443,0.0022933655040274,0.0151156549520766,9,20.0,0.6,0.0580886,45.0,0,7.5,21.820897717504845,21.0,38.0,0.0,7.0,0,1,1,True,0.4387785071616271,158,Sedang,0,0.4387785071616271,QRIS + EDC,,,existing_bni
M0537,Pusat Komponen Arunika Sukses,Electronics,accessories,supplier,Bogor,Tanah Sareal,Ya,QRIS,91466007.0,2.0,0.12779,0.0009456236275852,0.0012779552715654,3,76.0,1.0,0.063895,24.0,0,8.0,18.331477963955784,12.0,25.0,3.7,3.0,1,1,0,True,0.3257019703028409,310,Rendah,0,0.3257019703028409,QRIS,,,existing_bni
M0535,PT Pelita Distribusi Internasional,Electronics,computer,supplier,Depok,Cinere,Ya,QRIS + EDC,8969056540.0,6.0,0.348295,0.0022967570286737,0.0079335463258785,7,67.0,0.5,0.0580491666666666,49.0,1,7.0,22.91704632810968,17.0,49.0,0.0,6.0,0,0,1,True,0.4529488100588745,148,Sedang,0,0.4529488100588745,QRIS + EDC,,,existing_bni
M0238,PT Buana Distribusi Niaga Raya,Fashion,accessories,supplier,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2563941072.0,3.0,0.180888,0.0013725501516425,0.0038287539936102,8,46.0,1.0,0.060296,33.0,0,8.25,21.66481139329144,19.0,42.0,4.0,5.0,1,1,1,True,0.3947683974691065,203,Sedang,0,0.3947683974691065,QRIS + EDC,,,existing_bni
M0520,Grosir Elektronik Kencana,Electronics,accessories,supplier,Tangerang,BSD,Ya,QRIS,482052048.0,4.0,0.263408,0.0018936300817556,0.0019067092651757,12,58.0,1.0,0.065852,28.0,0,5.6,19.99356265166204,14.0,30.0,3.8,2.0,1,0,1,True,0.4790119756776857,111,Sedang,0,0.4790119756776857,QRIS,,,existing_bni
M0519,Komputer Jelita Maju,Electronics,gadget,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,347232938.0,4.0,0.251526,0.0018304491527253,0.0052753993610223,12,58.0,1.0,0.0628815,41.0,0,8.2,19.665506406642265,8.0,21.0,3.8,1.0,1,0,0,True,0.4710278996569341,126,Sedang,0,0.4710278996569341,QRIS + EDC,,,existing_bni
M0269,Supplier Busana Prima,Fashion,textile,supplier,Bogor,Dramaga,Ya,QRIS,71796558.0,4.0,0.233815,0.0014707645711743,0.0016,3,76.0,1.0,0.05845375,18.0,0,3.6,18.089347108078936,9.0,21.0,0.0,3.0,0,0,1,True,0.4395513669624869,157,Sedang,0,0.4395513669624869,QRIS,,,existing_bni
M0266,CV Nusantara Kriya Persada,Fashion,footwear,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,945132249.0,7.0,0.398406,0.0026011615120011,0.0168536741214057,12,58.0,0.7142857142857143,0.0569151428571428,31.0,1,3.875,20.66683542275628,20.0,26.0,0.0,3.0,0,0,0,True,0.5657171742033629,54,Tinggi,1,0.5657171742033629,QRIS + EDC,,,existing_bni
M0263,Butik Nusantara Sukses,Fashion,clothing,retailer,Jakarta,Tebet,Ya,QRIS + EDC,578951433.0,5.0,0.291357,0.0024888843673952,0.0106019169329073,14,29.0,0.8,0.0582714,36.0,0,6.0,20.17672915291732,12.0,22.0,3.6,2.0,1,0,1,True,0.5034497369880164,93,Tinggi,1,0.5034497369880164,QRIS + EDC,,,existing_bni
M0262,Butik Mitra Baru,Fashion,textile,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,50029932.0,2.0,0.103479,0.0008168498588867,0.0012268370607028,12,58.0,1.0,0.0517395,15.0,0,5.0,17.72813204426701,19.0,26.0,0.0,5.0,0,1,1,True,0.3094028834442742,356,Rendah,0,0.3094028834442742,QRIS + EDC,,,existing_bni
M0261,Butik Mahardika Mandiri,Fashion,textile,retailer,Tangerang,Gading Serpong,Ya,QRIS,52936004.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,17.784594289127707,14.0,30.0,0.0,3.0,0,1,1,False,0.0,628,Tidak Teranalisis,0,0.0,QRIS,,,existing_bni
